"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","","","","","SwiftRadioUITests","","","","testCrash()",""
"passed","Mon Feb 24 09:29:46 GMT 2025","Mon Feb 24 09:30:03 GMT 2025","17336","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"passed","Mon Feb 24 09:32:05 GMT 2025","Mon Feb 24 09:32:25 GMT 2025","20415","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"failed","Mon Feb 24 09:28:19 GMT 2025","Mon Feb 24 09:28:45 GMT 2025","26284","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"passed","Mon Feb 24 09:31:09 GMT 2025","Mon Feb 24 09:31:17 GMT 2025","7443","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"passed","Mon Feb 24 09:31:29 GMT 2025","Mon Feb 24 09:31:41 GMT 2025","11714","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"passed","Mon Feb 24 09:31:50 GMT 2025","Mon Feb 24 09:32:04 GMT 2025","13837","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"failed","Mon Feb 24 09:31:17 GMT 2025","Mon Feb 24 09:31:29 GMT 2025","11897","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"passed","Mon Feb 24 09:30:39 GMT 2025","Mon Feb 24 09:30:52 GMT 2025","12522","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"passed","Mon Feb 24 09:30:52 GMT 2025","Mon Feb 24 09:31:04 GMT 2025","12180","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"failed","Mon Feb 24 09:31:04 GMT 2025","Mon Feb 24 09:31:09 GMT 2025","5015","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"skipped","Mon Feb 24 09:30:22 GMT 2025","Mon Feb 24 09:30:39 GMT 2025","17190","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"passed","Mon Feb 24 09:31:41 GMT 2025","Mon Feb 24 09:31:50 GMT 2025","9062","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"failed","Mon Feb 24 09:30:04 GMT 2025","Mon Feb 24 09:30:21 GMT 2025","17810","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"passed","Mon Feb 24 09:29:32 GMT 2025","Mon Feb 24 09:29:46 GMT 2025","14152","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
