"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jun 09 09:35:22 GMT 2025","Mon Jun 09 09:35:48 GMT 2025","26101","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"failed","Mon Jun 09 09:36:35 GMT 2025","Mon Jun 09 09:36:40 GMT 2025","4875","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"broken","Mon Jun 09 09:34:44 GMT 2025","Mon Jun 09 09:34:32 GMT 2025","-12133","","SwiftRadioUITests","","","","Проверка обработки краша приложения в отчете",""
"passed","Mon Jun 09 09:36:12 GMT 2025","Mon Jun 09 09:36:24 GMT 2025","11504","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"passed","Mon Jun 09 09:35:02 GMT 2025","Mon Jun 09 09:35:22 GMT 2025","19736","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"failed","Mon Jun 09 09:36:48 GMT 2025","Mon Jun 09 09:36:59 GMT 2025","11410","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"passed","Mon Jun 09 09:36:40 GMT 2025","Mon Jun 09 09:36:48 GMT 2025","7631","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"passed","Mon Jun 09 09:36:24 GMT 2025","Mon Jun 09 09:36:35 GMT 2025","10796","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"passed","Mon Jun 09 09:37:59 GMT 2025","Mon Jun 09 09:38:25 GMT 2025","25697","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"passed","Mon Jun 09 09:34:49 GMT 2025","Mon Jun 09 09:35:02 GMT 2025","12266","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"passed","Mon Jun 09 09:37:00 GMT 2025","Mon Jun 09 09:37:12 GMT 2025","11938","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"skipped","Mon Jun 09 09:35:48 GMT 2025","Mon Jun 09 09:36:12 GMT 2025","23779","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"passed","Mon Jun 09 09:37:35 GMT 2025","Mon Jun 09 09:37:59 GMT 2025","24088","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"failed","Mon Jun 09 09:31:44 GMT 2025","","","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"passed","Mon Jun 09 09:37:12 GMT 2025","Mon Jun 09 09:37:34 GMT 2025","22450","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
