"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 14 09:39:40 GMT 2025","Mon Jul 14 09:39:52 GMT 2025","11618","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"failed","Mon Jul 14 09:41:18 GMT 2025","Mon Jul 14 09:41:30 GMT 2025","11619","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"passed","Mon Jul 14 09:40:54 GMT 2025","Mon Jul 14 09:41:04 GMT 2025","10231","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"broken","Mon Jul 14 09:39:37 GMT 2025","Mon Jul 14 09:39:18 GMT 2025","-19733","","SwiftRadioUITests","","","","testCrash()",""
"passed","Mon Jul 14 09:39:52 GMT 2025","Mon Jul 14 09:40:10 GMT 2025","17680","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"passed","Mon Jul 14 09:40:43 GMT 2025","Mon Jul 14 09:40:54 GMT 2025","10673","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"passed","Mon Jul 14 09:41:30 GMT 2025","Mon Jul 14 09:41:41 GMT 2025","11468","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"passed","Mon Jul 14 09:41:11 GMT 2025","Mon Jul 14 09:41:18 GMT 2025","7305","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"failed","Mon Jul 14 09:38:27 GMT 2025","Mon Jul 14 09:39:03 GMT 2025","35329","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"passed","Mon Jul 14 09:41:42 GMT 2025","Mon Jul 14 09:41:52 GMT 2025","10076","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"skipped","Mon Jul 14 09:40:28 GMT 2025","Mon Jul 14 09:40:43 GMT 2025","14599","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"passed","Mon Jul 14 09:42:02 GMT 2025","Mon Jul 14 09:42:23 GMT 2025","21268","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"failed","Mon Jul 14 09:40:10 GMT 2025","Mon Jul 14 09:40:28 GMT 2025","17925","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"failed","Mon Jul 14 09:41:05 GMT 2025","Mon Jul 14 09:41:10 GMT 2025","5790","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"passed","Mon Jul 14 09:41:52 GMT 2025","Mon Jul 14 09:42:01 GMT 2025","9456","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
