"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Mar 24 09:32:06 GMT 2025","Mon Mar 24 09:32:20 GMT 2025","14461","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"failed","Mon Mar 24 09:30:00 GMT 2025","Mon Mar 24 09:30:43 GMT 2025","42190","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"failed","Mon Mar 24 09:31:47 GMT 2025","Mon Mar 24 09:32:06 GMT 2025","19036","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"passed","Mon Mar 24 09:31:28 GMT 2025","Mon Mar 24 09:31:47 GMT 2025","18364","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"passed","Mon Mar 24 09:33:34 GMT 2025","Mon Mar 24 09:33:43 GMT 2025","8985","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"failed","Mon Mar 24 09:32:56 GMT 2025","Mon Mar 24 09:33:09 GMT 2025","13057","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"passed","Mon Mar 24 09:32:32 GMT 2025","Mon Mar 24 09:32:42 GMT 2025","10444","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"passed","Mon Mar 24 09:32:21 GMT 2025","Mon Mar 24 09:32:31 GMT 2025","10673","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"passed","Mon Mar 24 09:33:09 GMT 2025","Mon Mar 24 09:33:24 GMT 2025","14322","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"failed","","","","","SwiftRadioUITests","","","","testCrash()",""
"passed","Mon Mar 24 09:33:24 GMT 2025","Mon Mar 24 09:33:34 GMT 2025","9926","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"passed","Mon Mar 24 09:32:48 GMT 2025","Mon Mar 24 09:32:56 GMT 2025","8050","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"passed","Mon Mar 24 09:31:12 GMT 2025","Mon Mar 24 09:31:28 GMT 2025","15554","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"failed","Mon Mar 24 09:32:42 GMT 2025","Mon Mar 24 09:32:48 GMT 2025","5352","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"passed","Mon Mar 24 09:33:43 GMT 2025","Mon Mar 24 09:34:03 GMT 2025","19431","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
