"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Mar 17 09:33:29 GMT 2025","Mon Mar 17 09:33:34 GMT 2025","4939","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"passed","Mon Mar 17 09:33:54 GMT 2025","Mon Mar 17 09:34:08 GMT 2025","14746","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"failed","Mon Mar 17 09:33:42 GMT 2025","Mon Mar 17 09:33:53 GMT 2025","11697","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"failed","Mon Mar 17 09:31:51 GMT 2025","Mon Mar 17 09:32:12 GMT 2025","20319","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"failed","Mon Mar 17 09:30:39 GMT 2025","Mon Mar 17 09:31:09 GMT 2025","30443","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"passed","Mon Mar 17 09:33:09 GMT 2025","Mon Mar 17 09:33:29 GMT 2025","19920","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"passed","Mon Mar 17 09:33:34 GMT 2025","Mon Mar 17 09:33:41 GMT 2025","7290","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"failed","Mon Mar 17 09:34:42 GMT 2025","Mon Mar 17 09:34:55 GMT 2025","12650","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"failed","Mon Mar 17 09:32:12 GMT 2025","Mon Mar 17 09:32:35 GMT 2025","22920","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"broken","Mon Mar 17 09:31:30 GMT 2025","Mon Mar 17 09:31:14 GMT 2025","-15667","","SwiftRadioUITests","","","","Проверка обработки краша приложения в отчете",""
"failed","Mon Mar 17 09:34:09 GMT 2025","Mon Mar 17 09:34:21 GMT 2025","12602","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"skipped","Mon Mar 17 09:32:35 GMT 2025","Mon Mar 17 09:32:58 GMT 2025","22746","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"passed","Mon Mar 17 09:31:33 GMT 2025","Mon Mar 17 09:31:51 GMT 2025","17870","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"passed","Mon Mar 17 09:32:58 GMT 2025","Mon Mar 17 09:33:09 GMT 2025","10373","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"passed","Mon Mar 17 09:34:21 GMT 2025","Mon Mar 17 09:34:42 GMT 2025","20629","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
