"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Dec 30 09:26:47 GMT 2024","Mon Dec 30 09:27:37 GMT 2024","50677","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"passed","Mon Dec 30 09:28:47 GMT 2024","Mon Dec 30 09:29:05 GMT 2024","18296","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"passed","Mon Dec 30 09:30:14 GMT 2024","Mon Dec 30 09:30:22 GMT 2024","7663","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"failed","Mon Dec 30 09:29:06 GMT 2024","Mon Dec 30 09:29:28 GMT 2024","21925","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"skipped","Mon Dec 30 09:29:28 GMT 2024","Mon Dec 30 09:29:45 GMT 2024","17297","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"failed","Mon Dec 30 09:30:09 GMT 2024","Mon Dec 30 09:30:14 GMT 2024","5128","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"passed","Mon Dec 30 09:29:58 GMT 2024","Mon Dec 30 09:30:08 GMT 2024","10751","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"passed","Mon Dec 30 09:30:46 GMT 2024","Mon Dec 30 09:30:55 GMT 2024","8966","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"passed","Mon Dec 30 09:30:55 GMT 2024","Mon Dec 30 09:31:04 GMT 2024","8295","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"failed","Mon Dec 30 09:28:20 GMT 2024","Mon Dec 30 09:27:58 GMT 2024","-21445","","SwiftRadioUITests","","","","Проверка обработки краша приложения в отчете",""
"passed","Mon Dec 30 09:31:04 GMT 2024","Mon Dec 30 09:31:24 GMT 2024","19704","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"passed","Mon Dec 30 09:30:33 GMT 2024","Mon Dec 30 09:30:46 GMT 2024","12457","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"failed","Mon Dec 30 09:30:22 GMT 2024","Mon Dec 30 09:30:33 GMT 2024","11380","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"passed","Mon Dec 30 09:29:45 GMT 2024","Mon Dec 30 09:29:57 GMT 2024","12050","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"passed","Mon Dec 30 09:28:32 GMT 2024","Mon Dec 30 09:28:47 GMT 2024","15009","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
