"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon May 12 09:35:24 GMT 2025","Mon May 12 09:35:36 GMT 2025","12221","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"passed","Mon May 12 09:34:24 GMT 2025","Mon May 12 09:34:35 GMT 2025","10473","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"skipped","Mon May 12 09:33:59 GMT 2025","Mon May 12 09:34:13 GMT 2025","14395","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"failed","Mon May 12 09:31:34 GMT 2025","Mon May 12 09:32:17 GMT 2025","43502","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"passed","Mon May 12 09:34:41 GMT 2025","Mon May 12 09:34:49 GMT 2025","7372","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"passed","Mon May 12 09:35:01 GMT 2025","Mon May 12 09:35:14 GMT 2025","13505","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"broken","","","","","SwiftRadioUITests","","","","testCrash()",""
"failed","Mon May 12 09:33:34 GMT 2025","Mon May 12 09:33:59 GMT 2025","25225","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"passed","Mon May 12 09:34:14 GMT 2025","Mon May 12 09:34:24 GMT 2025","10546","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"passed","Mon May 12 09:35:36 GMT 2025","Mon May 12 09:36:00 GMT 2025","23701","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"failed","Mon May 12 09:34:35 GMT 2025","Mon May 12 09:34:41 GMT 2025","5743","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"passed","Mon May 12 09:33:15 GMT 2025","Mon May 12 09:33:33 GMT 2025","18308","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"passed","Mon May 12 09:33:02 GMT 2025","Mon May 12 09:33:15 GMT 2025","12918","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"passed","Mon May 12 09:35:14 GMT 2025","Mon May 12 09:35:24 GMT 2025","9301","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"failed","Mon May 12 09:34:49 GMT 2025","Mon May 12 09:35:00 GMT 2025","11423","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
