"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon May 19 09:32:24 GMT 2025","Mon May 19 09:33:01 GMT 2025","37299","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"failed","","","","","SwiftRadioUITests","","","","testCrash()",""
"failed","Mon May 19 09:35:27 GMT 2025","Mon May 19 09:35:40 GMT 2025","12530","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"failed","Mon May 19 09:35:14 GMT 2025","Mon May 19 09:35:20 GMT 2025","5747","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"passed","Mon May 19 09:35:51 GMT 2025","Mon May 19 09:36:01 GMT 2025","9901","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"passed","Mon May 19 09:34:52 GMT 2025","Mon May 19 09:35:03 GMT 2025","10790","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"passed","Mon May 19 09:36:01 GMT 2025","Mon May 19 09:36:10 GMT 2025","9071","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"passed","Mon May 19 09:35:40 GMT 2025","Mon May 19 09:35:51 GMT 2025","10839","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"passed","Mon May 19 09:35:03 GMT 2025","Mon May 19 09:35:14 GMT 2025","10866","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"passed","Mon May 19 09:36:10 GMT 2025","Mon May 19 09:36:31 GMT 2025","20980","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"skipped","Mon May 19 09:34:33 GMT 2025","Mon May 19 09:34:52 GMT 2025","19092","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"failed","Mon May 19 09:34:08 GMT 2025","Mon May 19 09:34:32 GMT 2025","24420","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"passed","Mon May 19 09:33:50 GMT 2025","Mon May 19 09:34:08 GMT 2025","18137","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"passed","Mon May 19 09:35:20 GMT 2025","Mon May 19 09:35:27 GMT 2025","6765","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"passed","Mon May 19 09:33:35 GMT 2025","Mon May 19 09:33:49 GMT 2025","14835","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
