"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 03 09:30:52 GMT 2025","Mon Feb 03 09:31:12 GMT 2025","20604","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"passed","Mon Feb 03 09:30:01 GMT 2025","Mon Feb 03 09:30:08 GMT 2025","7419","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"failed","Mon Feb 03 09:27:10 GMT 2025","Mon Feb 03 09:27:34 GMT 2025","24572","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"failed","Mon Feb 03 09:28:17 GMT 2025","Mon Feb 03 09:28:32 GMT 2025","14705","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"passed","Mon Feb 03 09:29:29 GMT 2025","Mon Feb 03 09:29:43 GMT 2025","13523","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"passed","Mon Feb 03 09:30:41 GMT 2025","Mon Feb 03 09:30:51 GMT 2025","9934","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"passed","Mon Feb 03 09:29:43 GMT 2025","Mon Feb 03 09:29:55 GMT 2025","12419","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"failed","","","","","SwiftRadioUITests","","","","testCrash()",""
"failed","Mon Feb 03 09:30:09 GMT 2025","Mon Feb 03 09:30:20 GMT 2025","11562","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"failed","Mon Feb 03 09:28:54 GMT 2025","Mon Feb 03 09:29:21 GMT 2025","27082","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"passed","Mon Feb 03 09:28:32 GMT 2025","Mon Feb 03 09:28:53 GMT 2025","21219","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"failed","Mon Feb 03 09:29:56 GMT 2025","Mon Feb 03 09:30:01 GMT 2025","5050","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"passed","Mon Feb 03 09:30:20 GMT 2025","Mon Feb 03 09:30:32 GMT 2025","11103","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"passed","Mon Feb 03 09:30:32 GMT 2025","Mon Feb 03 09:30:41 GMT 2025","9503","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"skipped","Mon Feb 03 09:29:21 GMT 2025","Mon Feb 03 09:29:29 GMT 2025","8169","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
