"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Aug 11 09:44:30 GMT 2025","Mon Aug 11 09:44:44 GMT 2025","13973","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"failed","","","","","SwiftRadioUITests","","","","testOpenWebsiteFromAppInfo()",""
"failed","Mon Aug 11 09:45:58 GMT 2025","Mon Aug 11 09:46:10 GMT 2025","12316","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"passed","Mon Aug 11 09:44:45 GMT 2025","Mon Aug 11 09:45:00 GMT 2025","15778","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"passed","Mon Aug 11 09:42:16 GMT 2025","Mon Aug 11 09:42:29 GMT 2025","13000","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"passed","Mon Aug 11 09:46:39 GMT 2025","Mon Aug 11 09:46:53 GMT 2025","14640","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"passed","Mon Aug 11 09:45:01 GMT 2025","Mon Aug 11 09:45:16 GMT 2025","15683","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"passed","Mon Aug 11 09:45:48 GMT 2025","Mon Aug 11 09:45:58 GMT 2025","9371","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"failed","Mon Aug 11 09:43:59 GMT 2025","Mon Aug 11 09:44:30 GMT 2025","30968","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"broken","Mon Aug 11 09:42:12 GMT 2025","Mon Aug 11 09:41:57 GMT 2025","-15241","","SwiftRadioUITests","","","","Проверка обработки краша приложения в отчете",""
"failed","Mon Aug 11 09:45:17 GMT 2025","Mon Aug 11 09:45:48 GMT 2025","31259","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"passed","Mon Aug 11 09:46:26 GMT 2025","Mon Aug 11 09:46:38 GMT 2025","12432","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"failed","Mon Aug 11 09:46:10 GMT 2025","Mon Aug 11 09:46:26 GMT 2025","15265","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"failed","","","","","SwiftRadioUITests","","","","testOpemEmailMeIfWeDontHaveEmail()",""
"passed","Mon Aug 11 09:46:54 GMT 2025","Mon Aug 11 09:47:13 GMT 2025","19623","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
