"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jul 28 09:44:17 GMT 2025","Mon Jul 28 09:44:35 GMT 2025","17632","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"failed","Mon Jul 28 09:44:01 GMT 2025","Mon Jul 28 09:44:17 GMT 2025","15801","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"passed","Mon Jul 28 09:43:09 GMT 2025","Mon Jul 28 09:43:32 GMT 2025","22934","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"failed","Mon Jul 28 09:42:13 GMT 2025","Mon Jul 28 09:42:45 GMT 2025","32327","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"failed","Mon Jul 28 09:41:31 GMT 2025","Mon Jul 28 09:41:10 GMT 2025","-21393","","SwiftRadioUITests","","","","Проверка обработки краша приложения в отчете",""
"passed","Mon Jul 28 09:45:08 GMT 2025","Mon Jul 28 09:45:38 GMT 2025","29982","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"failed","Mon Jul 28 09:40:04 GMT 2025","Mon Jul 28 09:41:01 GMT 2025","57014","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"passed","Mon Jul 28 09:41:37 GMT 2025","Mon Jul 28 09:41:53 GMT 2025","15913","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"failed","Mon Jul 28 09:44:52 GMT 2025","Mon Jul 28 09:45:08 GMT 2025","15861","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"passed","Mon Jul 28 09:41:54 GMT 2025","Mon Jul 28 09:42:13 GMT 2025","18981","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"failed","Mon Jul 28 09:43:44 GMT 2025","Mon Jul 28 09:44:01 GMT 2025","16840","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"failed","Mon Jul 28 09:44:35 GMT 2025","Mon Jul 28 09:44:52 GMT 2025","16934","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"skipped","Mon Jul 28 09:42:45 GMT 2025","Mon Jul 28 09:42:53 GMT 2025","7875","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"passed","Mon Jul 28 09:42:54 GMT 2025","Mon Jul 28 09:43:09 GMT 2025","15338","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"failed","Mon Jul 28 09:43:32 GMT 2025","Mon Jul 28 09:43:44 GMT 2025","11214","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
