"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 23 09:38:12 GMT 2025","Mon Jun 23 09:38:34 GMT 2025","21189","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"failed","Mon Jun 23 09:37:21 GMT 2025","Mon Jun 23 09:37:35 GMT 2025","14662","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"passed","Mon Jun 23 09:37:49 GMT 2025","Mon Jun 23 09:37:59 GMT 2025","10011","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"passed","Mon Jun 23 09:37:11 GMT 2025","Mon Jun 23 09:37:20 GMT 2025","9346","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"failed","Mon Jun 23 09:38:00 GMT 2025","Mon Jun 23 09:38:12 GMT 2025","12569","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"passed","Mon Jun 23 09:37:36 GMT 2025","Mon Jun 23 09:37:49 GMT 2025","13681","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"passed","Mon Jun 23 09:36:40 GMT 2025","Mon Jun 23 09:36:53 GMT 2025","12829","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"failed","Mon Jun 23 09:37:05 GMT 2025","Mon Jun 23 09:37:11 GMT 2025","5926","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"skipped","Mon Jun 23 09:36:29 GMT 2025","Mon Jun 23 09:36:39 GMT 2025","10097","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"passed","Mon Jun 23 09:35:27 GMT 2025","Mon Jun 23 09:35:44 GMT 2025","16819","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"failed","Mon Jun 23 09:34:04 GMT 2025","Mon Jun 23 09:34:50 GMT 2025","46249","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"failed","Mon Jun 23 09:36:07 GMT 2025","Mon Jun 23 09:36:29 GMT 2025","21958","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"failed","","","","","SwiftRadioUITests","","","","testCrash()",""
"passed","Mon Jun 23 09:36:53 GMT 2025","Mon Jun 23 09:37:05 GMT 2025","11768","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"passed","Mon Jun 23 09:35:44 GMT 2025","Mon Jun 23 09:36:07 GMT 2025","22862","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
