"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 27 09:33:54 GMT 2025","Mon Jan 27 09:34:09 GMT 2025","14976","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"passed","Mon Jan 27 09:34:27 GMT 2025","Mon Jan 27 09:34:44 GMT 2025","17033","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"passed","Mon Jan 27 09:34:09 GMT 2025","Mon Jan 27 09:34:27 GMT 2025","17224","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"failed","Mon Jan 27 09:33:21 GMT 2025","Mon Jan 27 09:33:27 GMT 2025","5502","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"passed","Mon Jan 27 09:33:27 GMT 2025","Mon Jan 27 09:33:38 GMT 2025","11340","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"failed","Mon Jan 27 09:32:45 GMT 2025","Mon Jan 27 09:33:03 GMT 2025","18007","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"failed","Mon Jan 27 09:28:11 GMT 2025","","","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"failed","","","","","SwiftRadioUITests","","","","testCrash()",""
"skipped","Mon Jan 27 09:32:18 GMT 2025","Mon Jan 27 09:32:45 GMT 2025","27299","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"passed","Mon Jan 27 09:33:03 GMT 2025","Mon Jan 27 09:33:21 GMT 2025","17690","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"passed","Mon Jan 27 09:31:26 GMT 2025","Mon Jan 27 09:31:50 GMT 2025","23449","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"failed","Mon Jan 27 09:31:50 GMT 2025","Mon Jan 27 09:32:17 GMT 2025","27399","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"passed","Mon Jan 27 09:34:44 GMT 2025","Mon Jan 27 09:35:11 GMT 2025","27458","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"failed","Mon Jan 27 09:33:39 GMT 2025","Mon Jan 27 09:33:54 GMT 2025","15219","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"passed","Mon Jan 27 09:31:07 GMT 2025","Mon Jan 27 09:31:26 GMT 2025","19274","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
