"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Apr 14 09:35:09 GMT 2025","Mon Apr 14 09:35:20 GMT 2025","11499","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"passed","Mon Apr 14 09:34:20 GMT 2025","Mon Apr 14 09:34:28 GMT 2025","7849","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"passed","Mon Apr 14 09:35:21 GMT 2025","Mon Apr 14 09:35:45 GMT 2025","24197","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"failed","Mon Apr 14 09:33:08 GMT 2025","Mon Apr 14 09:33:27 GMT 2025","19166","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"passed","Mon Apr 14 09:32:31 GMT 2025","Mon Apr 14 09:32:49 GMT 2025","17815","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"passed","Mon Apr 14 09:34:57 GMT 2025","Mon Apr 14 09:35:09 GMT 2025","11762","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"broken","","","","","SwiftRadioUITests","","","","testCrash()",""
"failed","Mon Apr 14 09:34:15 GMT 2025","Mon Apr 14 09:34:20 GMT 2025","5008","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"passed","Mon Apr 14 09:34:43 GMT 2025","Mon Apr 14 09:34:57 GMT 2025","13087","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"passed","Mon Apr 14 09:34:04 GMT 2025","Mon Apr 14 09:34:15 GMT 2025","11120","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"passed","Mon Apr 14 09:33:53 GMT 2025","Mon Apr 14 09:34:04 GMT 2025","10928","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"passed","Mon Apr 14 09:32:49 GMT 2025","Mon Apr 14 09:33:08 GMT 2025","18743","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"failed","Mon Apr 14 09:31:42 GMT 2025","Mon Apr 14 09:32:08 GMT 2025","25436","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"failed","Mon Apr 14 09:34:28 GMT 2025","Mon Apr 14 09:34:43 GMT 2025","14854","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"skipped","Mon Apr 14 09:33:28 GMT 2025","Mon Apr 14 09:33:52 GMT 2025","24525","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
