"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Dec 16 09:32:32 GMT 2024","Mon Dec 16 09:33:05 GMT 2024","33682","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"failed","Mon Dec 16 09:33:39 GMT 2024","Mon Dec 16 09:33:44 GMT 2024","5033","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"passed","Mon Dec 16 09:34:15 GMT 2024","Mon Dec 16 09:34:24 GMT 2024","9280","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"failed","Mon Dec 16 09:31:55 GMT 2024","Mon Dec 16 09:32:16 GMT 2024","21506","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"failed","Mon Dec 16 09:32:16 GMT 2024","Mon Dec 16 09:32:31 GMT 2024","15104","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"failed","Mon Dec 16 09:33:52 GMT 2024","Mon Dec 16 09:34:03 GMT 2024","11449","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"passed","Mon Dec 16 09:34:25 GMT 2024","Mon Dec 16 09:34:33 GMT 2024","8345","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"passed","Mon Dec 16 09:34:33 GMT 2024","Mon Dec 16 09:34:53 GMT 2024","19900","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"skipped","Mon Dec 16 09:33:06 GMT 2024","Mon Dec 16 09:33:10 GMT 2024","4448","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"failed","Mon Dec 16 09:30:08 GMT 2024","Mon Dec 16 09:30:52 GMT 2024","44097","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"passed","Mon Dec 16 09:33:10 GMT 2024","Mon Dec 16 09:33:26 GMT 2024","15247","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"passed","Mon Dec 16 09:34:04 GMT 2024","Mon Dec 16 09:34:15 GMT 2024","11409","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"passed","Mon Dec 16 09:33:26 GMT 2024","Mon Dec 16 09:33:39 GMT 2024","13301","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"passed","Mon Dec 16 09:33:45 GMT 2024","Mon Dec 16 09:33:52 GMT 2024","7124","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"failed","Mon Dec 16 09:31:48 GMT 2024","Mon Dec 16 09:31:26 GMT 2024","-22365","","SwiftRadioUITests","","","","Проверка обработки краша приложения в отчете",""
