"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 17 09:30:59 GMT 2025","Mon Feb 17 09:31:21 GMT 2025","21319","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"passed","Mon Feb 17 09:33:54 GMT 2025","Mon Feb 17 09:34:15 GMT 2025","21425","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"passed","Mon Feb 17 09:33:19 GMT 2025","Mon Feb 17 09:33:33 GMT 2025","13720","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"failed","Mon Feb 17 09:32:56 GMT 2025","Mon Feb 17 09:33:01 GMT 2025","4813","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"passed","Mon Feb 17 09:33:33 GMT 2025","Mon Feb 17 09:33:43 GMT 2025","9921","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"broken","Mon Feb 17 09:30:56 GMT 2025","Mon Feb 17 09:30:37 GMT 2025","-18650","","SwiftRadioUITests","","","","Проверка обработки краша приложения в отчете",""
"passed","Mon Feb 17 09:32:29 GMT 2025","Mon Feb 17 09:32:44 GMT 2025","14554","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"skipped","Mon Feb 17 09:32:06 GMT 2025","Mon Feb 17 09:32:29 GMT 2025","23202","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"passed","Mon Feb 17 09:33:44 GMT 2025","Mon Feb 17 09:33:53 GMT 2025","9790","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"passed","Mon Feb 17 09:33:01 GMT 2025","Mon Feb 17 09:33:08 GMT 2025","6924","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"failed","Mon Feb 17 09:29:43 GMT 2025","Mon Feb 17 09:30:26 GMT 2025","42871","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"failed","Mon Feb 17 09:31:21 GMT 2025","Mon Feb 17 09:31:38 GMT 2025","16823","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"failed","Mon Feb 17 09:33:08 GMT 2025","Mon Feb 17 09:33:19 GMT 2025","11307","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"passed","Mon Feb 17 09:32:44 GMT 2025","Mon Feb 17 09:32:56 GMT 2025","11526","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"failed","Mon Feb 17 09:31:38 GMT 2025","Mon Feb 17 09:32:06 GMT 2025","27668","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
