"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jan 20 09:30:38 GMT 2025","Mon Jan 20 09:30:51 GMT 2025","12848","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"passed","Mon Jan 20 09:30:13 GMT 2025","Mon Jan 20 09:30:24 GMT 2025","10947","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"passed","Mon Jan 20 09:30:30 GMT 2025","Mon Jan 20 09:30:38 GMT 2025","7675","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"failed","Mon Jan 20 09:30:24 GMT 2025","Mon Jan 20 09:30:30 GMT 2025","5876","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"failed","Mon Jan 20 09:27:00 GMT 2025","Mon Jan 20 09:27:40 GMT 2025","39700","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"passed","Mon Jan 20 09:30:51 GMT 2025","Mon Jan 20 09:31:05 GMT 2025","14208","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"passed","Mon Jan 20 09:31:19 GMT 2025","Mon Jan 20 09:31:29 GMT 2025","10098","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"passed","Mon Jan 20 09:30:01 GMT 2025","Mon Jan 20 09:30:13 GMT 2025","11109","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"failed","Mon Jan 20 09:28:12 GMT 2025","Mon Jan 20 09:27:52 GMT 2025","-20854","","SwiftRadioUITests","","","","Проверка обработки краша приложения в отчете",""
"passed","Mon Jan 20 09:28:18 GMT 2025","Mon Jan 20 09:28:38 GMT 2025","19456","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"failed","Mon Jan 20 09:29:03 GMT 2025","Mon Jan 20 09:29:33 GMT 2025","30360","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"passed","Mon Jan 20 09:28:38 GMT 2025","Mon Jan 20 09:29:02 GMT 2025","24227","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"passed","Mon Jan 20 09:31:05 GMT 2025","Mon Jan 20 09:31:19 GMT 2025","13118","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"skipped","Mon Jan 20 09:29:33 GMT 2025","Mon Jan 20 09:30:01 GMT 2025","28009","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"passed","Mon Jan 20 09:31:29 GMT 2025","Mon Jan 20 09:31:51 GMT 2025","21794","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
