"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Jan 21 15:40:04 GMT 2025","Tue Jan 21 15:40:20 GMT 2025","16452","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"failed","Tue Jan 21 15:38:05 GMT 2025","Tue Jan 21 15:38:34 GMT 2025","28497","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"passed","Tue Jan 21 15:40:31 GMT 2025","Tue Jan 21 15:40:42 GMT 2025","11127","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"passed","Tue Jan 21 15:41:44 GMT 2025","Tue Jan 21 15:42:05 GMT 2025","21098","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"failed","Tue Jan 21 15:40:42 GMT 2025","Tue Jan 21 15:40:47 GMT 2025","4678","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"failed","Tue Jan 21 15:40:55 GMT 2025","Tue Jan 21 15:41:11 GMT 2025","15609","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"passed","Tue Jan 21 15:40:47 GMT 2025","Tue Jan 21 15:40:55 GMT 2025","7709","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"passed","Tue Jan 21 15:39:22 GMT 2025","Tue Jan 21 15:39:42 GMT 2025","19061","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"failed","Tue Jan 21 15:39:42 GMT 2025","Tue Jan 21 15:40:03 GMT 2025","21661","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"passed","Tue Jan 21 15:41:25 GMT 2025","Tue Jan 21 15:41:34 GMT 2025","9083","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"passed","Tue Jan 21 15:41:34 GMT 2025","Tue Jan 21 15:41:44 GMT 2025","9814","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"passed","Tue Jan 21 15:40:20 GMT 2025","Tue Jan 21 15:40:31 GMT 2025","10091","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"passed","Tue Jan 21 15:41:11 GMT 2025","Tue Jan 21 15:41:25 GMT 2025","13813","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"passed","Tue Jan 21 15:39:06 GMT 2025","Tue Jan 21 15:39:22 GMT 2025","16123","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"broken","Tue Jan 21 15:39:02 GMT 2025","Tue Jan 21 15:38:42 GMT 2025","-20475","","SwiftRadioUITests","","","","Проверка обработки краша приложения в отчете",""
