"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 28 10:58:44 GMT 2025","Mon Apr 28 10:59:06 GMT 2025","22295","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"passed","Mon Apr 28 10:58:25 GMT 2025","Mon Apr 28 10:58:34 GMT 2025","8951","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"failed","Mon Apr 28 10:56:41 GMT 2025","Mon Apr 28 10:57:05 GMT 2025","23667","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"failed","Mon Apr 28 10:58:01 GMT 2025","Mon Apr 28 10:58:12 GMT 2025","10670","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"passed","Mon Apr 28 10:56:13 GMT 2025","Mon Apr 28 10:56:25 GMT 2025","11744","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"failed","Mon Apr 28 10:58:34 GMT 2025","Mon Apr 28 10:58:43 GMT 2025","8850","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"skipped","Mon Apr 28 10:57:05 GMT 2025","Mon Apr 28 10:57:27 GMT 2025","22605","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"passed","Mon Apr 28 10:56:25 GMT 2025","Mon Apr 28 10:56:41 GMT 2025","15666","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"passed","Mon Apr 28 10:57:28 GMT 2025","Mon Apr 28 10:57:38 GMT 2025","10360","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"failed","Mon Apr 28 10:57:49 GMT 2025","Mon Apr 28 10:57:54 GMT 2025","4700","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"passed","Mon Apr 28 10:57:38 GMT 2025","Mon Apr 28 10:57:49 GMT 2025","10515","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"passed","Mon Apr 28 10:57:54 GMT 2025","Mon Apr 28 10:58:01 GMT 2025","6792","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"passed","Mon Apr 28 10:58:12 GMT 2025","Mon Apr 28 10:58:25 GMT 2025","13143","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"broken","Mon Apr 28 10:56:10 GMT 2025","Mon Apr 28 10:55:55 GMT 2025","-14587","","SwiftRadioUITests","","","","Проверка обработки краша приложения в отчете",""
"failed","Mon Apr 28 10:55:21 GMT 2025","Mon Apr 28 10:55:46 GMT 2025","25037","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
