"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 22 16:04:03 GMT 2025","Tue Jul 22 16:04:17 GMT 2025","14245","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"passed","Tue Jul 22 16:03:21 GMT 2025","Tue Jul 22 16:03:36 GMT 2025","15388","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"passed","Tue Jul 22 16:03:09 GMT 2025","Tue Jul 22 16:03:20 GMT 2025","11627","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"failed","Tue Jul 22 16:01:03 GMT 2025","Tue Jul 22 16:00:40 GMT 2025","-23525","","SwiftRadioUITests","","","","Проверка обработки краша приложения в отчете",""
"failed","Tue Jul 22 15:59:39 GMT 2025","Tue Jul 22 16:00:19 GMT 2025","40126","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"passed","Tue Jul 22 16:01:13 GMT 2025","Tue Jul 22 16:01:38 GMT 2025","25658","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"failed","Tue Jul 22 16:04:17 GMT 2025","Tue Jul 22 16:04:40 GMT 2025","22480","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"failed","Tue Jul 22 16:03:36 GMT 2025","Tue Jul 22 16:03:42 GMT 2025","6088","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"skipped","Tue Jul 22 16:03:00 GMT 2025","Tue Jul 22 16:03:09 GMT 2025","8329","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"failed","Tue Jul 22 16:02:14 GMT 2025","Tue Jul 22 16:02:59 GMT 2025","45162","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"passed","Tue Jul 22 16:03:43 GMT 2025","Tue Jul 22 16:03:50 GMT 2025","7606","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"passed","Tue Jul 22 16:01:39 GMT 2025","Tue Jul 22 16:02:14 GMT 2025","35194","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"failed","Tue Jul 22 16:05:09 GMT 2025","Tue Jul 22 16:05:30 GMT 2025","21173","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"failed","Tue Jul 22 16:04:40 GMT 2025","Tue Jul 22 16:05:08 GMT 2025","28438","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"failed","Tue Jul 22 16:03:51 GMT 2025","Tue Jul 22 16:04:02 GMT 2025","11867","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
