"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 23 09:30:21 GMT 2024","Mon Dec 23 09:30:29 GMT 2024","8283","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"passed","Mon Dec 23 09:30:29 GMT 2024","Mon Dec 23 09:30:40 GMT 2024","11268","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"passed","Mon Dec 23 09:28:09 GMT 2024","Mon Dec 23 09:28:23 GMT 2024","13974","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"passed","Mon Dec 23 09:29:49 GMT 2024","Mon Dec 23 09:29:56 GMT 2024","7122","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"skipped","Mon Dec 23 09:29:06 GMT 2024","Mon Dec 23 09:29:22 GMT 2024","15931","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"failed","Mon Dec 23 09:28:47 GMT 2024","Mon Dec 23 09:29:06 GMT 2024","18605","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"failed","Mon Dec 23 09:29:57 GMT 2024","Mon Dec 23 09:30:10 GMT 2024","12978","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"passed","Mon Dec 23 09:29:22 GMT 2024","Mon Dec 23 09:29:34 GMT 2024","11938","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"passed","Mon Dec 23 09:29:34 GMT 2024","Mon Dec 23 09:29:44 GMT 2024","10130","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"failed","Mon Dec 23 09:29:44 GMT 2024","Mon Dec 23 09:29:49 GMT 2024","4573","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"passed","Mon Dec 23 09:30:10 GMT 2024","Mon Dec 23 09:30:20 GMT 2024","10625","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"failed","Mon Dec 23 09:28:05 GMT 2024","Mon Dec 23 09:27:43 GMT 2024","-22313","","SwiftRadioUITests","","","","Проверка обработки краша приложения в отчете",""
"passed","Mon Dec 23 09:30:41 GMT 2024","Mon Dec 23 09:31:02 GMT 2024","21243","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"passed","Mon Dec 23 09:28:23 GMT 2024","Mon Dec 23 09:28:47 GMT 2024","23296","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"failed","Mon Dec 23 09:26:59 GMT 2024","Mon Dec 23 09:27:30 GMT 2024","31378","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
