"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Jun 30 09:36:01 GMT 2025","Mon Jun 30 09:36:19 GMT 2025","17839","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"passed","Mon Jun 30 09:37:21 GMT 2025","Mon Jun 30 09:37:35 GMT 2025","14462","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"passed","Mon Jun 30 09:36:19 GMT 2025","Mon Jun 30 09:36:30 GMT 2025","11138","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"passed","Mon Jun 30 09:37:08 GMT 2025","Mon Jun 30 09:37:21 GMT 2025","12354","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"passed","Mon Jun 30 09:36:49 GMT 2025","Mon Jun 30 09:36:57 GMT 2025","7592","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"failed","Mon Jun 30 09:36:57 GMT 2025","Mon Jun 30 09:37:08 GMT 2025","11450","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"failed","Mon Jun 30 09:33:45 GMT 2025","Mon Jun 30 09:34:28 GMT 2025","43541","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"passed","Mon Jun 30 09:37:55 GMT 2025","Mon Jun 30 09:38:29 GMT 2025","33447","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"failed","Mon Jun 30 09:37:36 GMT 2025","Mon Jun 30 09:37:55 GMT 2025","19322","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"failed","Mon Jun 30 09:36:42 GMT 2025","Mon Jun 30 09:36:49 GMT 2025","6519","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"passed","Mon Jun 30 09:35:20 GMT 2025","Mon Jun 30 09:35:40 GMT 2025","19208","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"passed","Mon Jun 30 09:35:02 GMT 2025","Mon Jun 30 09:35:20 GMT 2025","17922","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"failed","Mon Jun 30 09:34:56 GMT 2025","Mon Jun 30 09:34:34 GMT 2025","-22204","","SwiftRadioUITests","","","","Проверка обработки краша приложения в отчете",""
"failed","Mon Jun 30 09:35:40 GMT 2025","Mon Jun 30 09:36:01 GMT 2025","20919","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"passed","Mon Jun 30 09:36:31 GMT 2025","Mon Jun 30 09:36:42 GMT 2025","11343","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
