"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Feb 10 09:32:47 GMT 2025","Mon Feb 10 09:33:01 GMT 2025","14312","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"passed","Mon Feb 10 09:31:02 GMT 2025","Mon Feb 10 09:31:21 GMT 2025","18776","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"failed","Mon Feb 10 09:29:15 GMT 2025","Mon Feb 10 09:29:54 GMT 2025","39429","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"passed","Mon Feb 10 09:33:38 GMT 2025","Mon Feb 10 09:34:02 GMT 2025","23366","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"passed","Mon Feb 10 09:32:19 GMT 2025","Mon Feb 10 09:32:32 GMT 2025","13372","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"failed","Mon Feb 10 09:31:21 GMT 2025","Mon Feb 10 09:31:41 GMT 2025","20168","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"failed","Mon Feb 10 09:32:33 GMT 2025","Mon Feb 10 09:32:38 GMT 2025","5327","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"passed","Mon Feb 10 09:32:03 GMT 2025","Mon Feb 10 09:32:19 GMT 2025","15731","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"skipped","Mon Feb 10 09:31:42 GMT 2025","Mon Feb 10 09:32:03 GMT 2025","21051","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"passed","Mon Feb 10 09:30:43 GMT 2025","Mon Feb 10 09:31:02 GMT 2025","19119","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"passed","Mon Feb 10 09:33:15 GMT 2025","Mon Feb 10 09:33:28 GMT 2025","12868","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"passed","Mon Feb 10 09:32:38 GMT 2025","Mon Feb 10 09:32:46 GMT 2025","8253","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"passed","Mon Feb 10 09:33:28 GMT 2025","Mon Feb 10 09:33:38 GMT 2025","10222","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"broken","","","","","SwiftRadioUITests","","","","testCrash()",""
"passed","Mon Feb 10 09:33:01 GMT 2025","Mon Feb 10 09:33:15 GMT 2025","13407","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
