"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon May 05 09:32:30 GMT 2025","Mon May 05 09:32:57 GMT 2025","27087","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"passed","Mon May 05 09:34:21 GMT 2025","Mon May 05 09:34:42 GMT 2025","20631","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"failed","Mon May 05 09:33:26 GMT 2025","Mon May 05 09:33:30 GMT 2025","4865","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"passed","Mon May 05 09:34:02 GMT 2025","Mon May 05 09:34:12 GMT 2025","9731","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"passed","Mon May 05 09:33:31 GMT 2025","Mon May 05 09:33:39 GMT 2025","7901","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"passed","Mon May 05 09:33:14 GMT 2025","Mon May 05 09:33:25 GMT 2025","10912","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"passed","Mon May 05 09:33:03 GMT 2025","Mon May 05 09:33:14 GMT 2025","11371","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"passed","Mon May 05 09:33:51 GMT 2025","Mon May 05 09:34:02 GMT 2025","11405","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"failed","Mon May 05 09:33:39 GMT 2025","Mon May 05 09:33:50 GMT 2025","11490","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"broken","Mon May 05 09:31:57 GMT 2025","Mon May 05 09:31:39 GMT 2025","-17871","","SwiftRadioUITests","","","","Проверка обработки краша приложения в отчете",""
"passed","Mon May 05 09:34:12 GMT 2025","Mon May 05 09:34:21 GMT 2025","8812","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"passed","Mon May 05 09:32:00 GMT 2025","Mon May 05 09:32:13 GMT 2025","12623","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"failed","Mon May 05 09:30:48 GMT 2025","Mon May 05 09:31:34 GMT 2025","46146","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"passed","Mon May 05 09:32:13 GMT 2025","Mon May 05 09:32:29 GMT 2025","16248","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"skipped","Mon May 05 09:32:57 GMT 2025","Mon May 05 09:33:02 GMT 2025","5464","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
