"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 03 16:54:19 GMT 2024","Tue Dec 03 16:54:39 GMT 2024","20106","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"passed","Tue Dec 03 16:52:12 GMT 2024","Tue Dec 03 16:52:36 GMT 2024","23043","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"failed","Tue Dec 03 16:50:25 GMT 2024","Tue Dec 03 16:51:01 GMT 2024","36009","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"failed","Tue Dec 03 16:52:52 GMT 2024","Tue Dec 03 16:53:19 GMT 2024","27127","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"passed","Tue Dec 03 16:55:00 GMT 2024","Tue Dec 03 16:55:25 GMT 2024","24203","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"skipped","Tue Dec 03 16:53:20 GMT 2024","Tue Dec 03 16:54:01 GMT 2024","41240","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"failed","Tue Dec 03 16:54:01 GMT 2024","Tue Dec 03 16:54:19 GMT 2024","17540","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"failed","","","","","SwiftRadioUITests","","","","testCrash()",""
"passed","Tue Dec 03 16:54:46 GMT 2024","Tue Dec 03 16:55:00 GMT 2024","14616","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"failed","Tue Dec 03 16:54:39 GMT 2024","Tue Dec 03 16:54:45 GMT 2024","5984","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"failed","Tue Dec 03 16:52:36 GMT 2024","Tue Dec 03 16:52:52 GMT 2024","16076","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
