"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 03 16:15:26 GMT 2024","Tue Dec 03 16:15:45 GMT 2024","19854","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"failed","Tue Dec 03 16:12:32 GMT 2024","","","","SwiftRadioUITests","","","","Проверка обработки краша приложения в отчете",""
"skipped","Tue Dec 03 16:14:41 GMT 2024","Tue Dec 03 16:14:58 GMT 2024","16880","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"failed","Tue Dec 03 16:14:22 GMT 2024","Tue Dec 03 16:14:41 GMT 2024","19156","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"passed","Tue Dec 03 16:14:59 GMT 2024","Tue Dec 03 16:15:10 GMT 2024","11134","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"passed","Tue Dec 03 16:15:10 GMT 2024","Tue Dec 03 16:15:21 GMT 2024","10750","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"failed","Tue Dec 03 16:11:52 GMT 2024","Tue Dec 03 16:12:31 GMT 2024","38919","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"failed","Tue Dec 03 16:13:29 GMT 2024","Tue Dec 03 16:13:56 GMT 2024","27223","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"passed","Tue Dec 03 16:13:56 GMT 2024","Tue Dec 03 16:14:22 GMT 2024","25368","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"failed","Tue Dec 03 16:15:21 GMT 2024","Tue Dec 03 16:15:25 GMT 2024","4558","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
