"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 04 06:29:34 GMT 2025","Tue Feb 04 06:29:53 GMT 2025","19195","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"passed","Tue Feb 04 06:29:25 GMT 2025","Tue Feb 04 06:29:34 GMT 2025","8927","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"passed","Tue Feb 04 06:28:28 GMT 2025","Tue Feb 04 06:28:38 GMT 2025","10218","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
"passed","Tue Feb 04 06:27:05 GMT 2025","Tue Feb 04 06:27:20 GMT 2025","14621","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"failed","Tue Feb 04 06:27:36 GMT 2025","Tue Feb 04 06:27:56 GMT 2025","19454","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"passed","Tue Feb 04 06:27:20 GMT 2025","Tue Feb 04 06:27:36 GMT 2025","16252","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"failed","Tue Feb 04 06:28:51 GMT 2025","Tue Feb 04 06:29:05 GMT 2025","14215","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"failed","Tue Feb 04 06:25:37 GMT 2025","Tue Feb 04 06:26:24 GMT 2025","46916","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"failed","","","","","SwiftRadioUITests","","","","testCrash()",""
"passed","Tue Feb 04 06:29:16 GMT 2025","Tue Feb 04 06:29:25 GMT 2025","8325","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"passed","Tue Feb 04 06:29:05 GMT 2025","Tue Feb 04 06:29:16 GMT 2025","10755","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"failed","Tue Feb 04 06:28:38 GMT 2025","Tue Feb 04 06:28:43 GMT 2025","5028","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"passed","Tue Feb 04 06:28:44 GMT 2025","Tue Feb 04 06:28:51 GMT 2025","6885","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"passed","Tue Feb 04 06:28:14 GMT 2025","Tue Feb 04 06:28:28 GMT 2025","13234","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"skipped","Tue Feb 04 06:27:56 GMT 2025","Tue Feb 04 06:28:14 GMT 2025","17888","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
