"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jun 16 09:36:49 GMT 2025","Mon Jun 16 09:37:03 GMT 2025","13368","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Now Playing в NavBar",""
"skipped","Mon Jun 16 09:36:01 GMT 2025","Mon Jun 16 09:36:13 GMT 2025","11626","","SwiftRadioUITests","","","","Проверка обработки Skip теста в отчете",""
"broken","Mon Jun 16 09:34:57 GMT 2025","Mon Jun 16 09:34:40 GMT 2025","-17427","","SwiftRadioUITests","","","","Проверка обработки краша приложения в отчете",""
"passed","Mon Jun 16 09:37:03 GMT 2025","Mon Jun 16 09:37:16 GMT 2025","12654","","SwiftRadioUITests","","","","Проверка открытия правильной станции по нажатию на кнопку Play",""
"failed","Mon Jun 16 09:33:43 GMT 2025","Mon Jun 16 09:34:34 GMT 2025","51064","","SwiftRadioUITests","","","","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку Website",""
"passed","Mon Jun 16 09:35:17 GMT 2025","Mon Jun 16 09:35:37 GMT 2025","20912","","SwiftRadioUITests","","","","Проверка отображения алерта при нажатии на кнопку email",""
"passed","Mon Jun 16 09:37:35 GMT 2025","Mon Jun 16 09:37:55 GMT 2025","19629","","SwiftRadioUITests","","","","Проверка отображение элементов на экране с информацией о станции, также корректную работу переходов по нажатию на кнопку назад(в Navigation bar) и ок на самом экране",""
"passed","Mon Jun 16 09:36:42 GMT 2025","Mon Jun 16 09:36:49 GMT 2025","7159","","SwiftRadioUITests","","","","Проверка статуса - ошибка для трека с радио",""
"failed","Mon Jun 16 09:36:37 GMT 2025","Mon Jun 16 09:36:42 GMT 2025","5002","","SwiftRadioUITests","","","","Проверка отображения всех элементов в ячейке",""
"passed","Mon Jun 16 09:36:13 GMT 2025","Mon Jun 16 09:36:24 GMT 2025","10596","","SwiftRadioUITests","","","","Проверка правильного отображения кнопки Now Playing в Navigation bar",""
"failed","Mon Jun 16 09:35:38 GMT 2025","Mon Jun 16 09:36:01 GMT 2025","23016","","SwiftRadioUITests","","","","Открытие ссылки - matthewfetcher.com","Проверка отображения элементов на экране и переход на корректную ссылку при нажатии на кнопку matthewfetcher.com"
"passed","Mon Jun 16 09:37:16 GMT 2025","Mon Jun 16 09:37:25 GMT 2025","9514","","SwiftRadioUITests","","","","Проверка статуса - пауза для трека с радио",""
"passed","Mon Jun 16 09:35:01 GMT 2025","Mon Jun 16 09:35:16 GMT 2025","15402","","SwiftRadioUITests","","","","Проверка корректного закрытия текущего экрана",""
"passed","Mon Jun 16 09:37:26 GMT 2025","Mon Jun 16 09:37:35 GMT 2025","9348","","SwiftRadioUITests","","","","Проверка статуса - стоп для трека с радио",""
"passed","Mon Jun 16 09:36:24 GMT 2025","Mon Jun 16 09:36:36 GMT 2025","12438","","SwiftRadioUITests","","","","Проверка отображения выбранной станции в кнопке Play",""
